D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2964105,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2964308,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;96;Rychlost;0,00;Cas;2964512,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;96;Rychlost;0,00;Cas;2964608,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2964800,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2965005,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2965209,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2965413,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2965617,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2965822,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2966026,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2966230,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2966433,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2966637,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2966841,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2967045,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2967249,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2967453,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2967657,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2967862,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2968066,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2968270,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2968474,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2968678,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2968882,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2969085,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2969289,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2969493,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2969697,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2969901,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2970105,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2970309,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2970514,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2970718,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2970921,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2971125,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2971329,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2971533,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2971737,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2971941,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2972145,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2972349,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2972553,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2972756,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2972960,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2973165,00
D;8;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;-0,05;Cas;2973369,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,05;Cas;2973573,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2973778,00
D;8;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;-0,05;Cas;2973982,00
